id symbol chr strand nprots ntrans SV WT WT_prots SV_prots min_skipped_exon max_skipped_exon min_skipped_bases max_skipped_bases
53615 ENSG00000145362 ANK2 4 + 19 27 113350250:113360823 113350250:113353045|113359300:113360823 ENSP00000349588|ENSP00000264366 ENSP00000378044|ENSP00000421023|ENSP00000426994|ENSP00000421067|ENSP00000426944|ENSP00000422853 1 1 6255 6255
69595 ENSG00000145362 ANK2 4 + 19 27 113350250:113360823 113350250:113353045|113359300:113360823 ENSP00000349588|ENSP00000264366 ENSP00000378044|ENSP00000421023|ENSP00000426994|ENSP00000421067|ENSP00000426944|ENSP00000422853 1 1 6255 6255
24294 ENSG00000186275 NBPF12 1 + 10 0 146420192:146462011 146420192:146420911|146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693|146443866:146444575|146444627:146445299|146445472:146446186|146446238:146446834|146447007:146447726|146447778:146448374|146448547:146449256|146449308:146449978|146450151:146450865|146450974:146451599|146451772:146452491|146452543:146453138|146453311:146454020|146454072:146454738|146454911:146455625|146455734:146456359|146456532:146457251|146457303:146457898|146458071:146458780|146458832:146459498|146459671:146460385|146460494:146461119|146461292:146462011 ENSP00000391116 ENSP00000407570 52 52 6249 6249
32888 ENSG00000186275 NBPF12 1 + 10 10 146420192:146462011 146420192:146420911|146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693|146443866:146444575|146444627:146445299|146445472:146446186|146446238:146446834|146447007:146447726|146447778:146448374|146448547:146449256|146449308:146449978|146450151:146450865|146450974:146451599|146451772:146452491|146452543:146453138|146453311:146454020|146454072:146454738|146454911:146455625|146455734:146456359|146456532:146457251|146457303:146457898|146458071:146458780|146458832:146459498|146459671:146460385|146460494:146461119|146461292:146462011 ENSP00000391116 ENSP00000407570 52 52 6249 6249
350 ENSG00000127603.23 MACF1 chr1 + 18 34 39327354:39349478 39327354:39331203|39336654:39337182|39337332:39340502|39340718:39340804|39340954:39346977|39347211:39349478 ENSP00000455823.1|ENSP00000455274.1|ENSP00000362006.3 ENSP00000362016.2|ENSP00000354573.2|ENSP00000437059.1 5 5 6201 6201
23845 ENSG00000127603 MACF1 1 + 23 0 39793026:39815150 39793026:39796875|39802326:39802854|39803004:39806174|39806390:39806476|39806626:39812649|39812883:39815150 ENSP00000362006|ENSP00000455823|ENSP00000455274 ENSP00000354573|ENSP00000444364|ENSP00000439537|ENSP00000313438|ENSP00000362016|ENSP00000437059 5 5 6201 6201
32442 ENSG00000127603 MACF1 1 + 21 21 39793026:39815150 39793026:39796875|39802326:39802854|39803004:39806174|39806390:39806476|39806626:39812649|39812883:39815150 ENSP00000362006|ENSP00000455823|ENSP00000455274 ENSP00000354573|ENSP00000444364|ENSP00000439537|ENSP00000313438|ENSP00000362016|ENSP00000437059 5 5 6201 6201
49861 ENSG00000127603 MACF1 1 + 18 34 39327354:39349478 39327354:39331203|39336654:39337182|39337332:39340502|39340718:39340804|39340954:39346977|39347211:39349478 ENSP00000362006|ENSP00000455823|ENSP00000455274 ENSP00000354573|ENSP00000362016|ENSP00000437059 5 5 6201 6201
65783 ENSG00000127603 MACF1 1 + 18 35 39327354:39349478 39327354:39331203|39336654:39337182|39337332:39340502|39340718:39340804|39340954:39346977|39347211:39349478 ENSP00000362006|ENSP00000455823|ENSP00000455274 ENSP00000354573|ENSP00000362016|ENSP00000437059 5 5 6201 6201
83009 ENSMUSG00000032826 Ank2 3 - 24 24 126940147:126950735 126940147:126941610|126947808:126950735 ENSMUSP00000138545|ENSMUSP00000138202|ENSMUSP00000138497|ENSMUSP00000138492|ENSMUSP00000138538|ENSMUSP00000138595 ENSMUSP00000138620|ENSMUSP00000138574|ENSMUSP00000138279|ENSMUSP00000138753|ENSMUSP00000138647|ENSMUSP00000043765|ENSMUSP00000138391 1 1 6198 6198
2831 ENSG00000144674.16 GOLGA4 chr3 + 8 12 37282273:37366080 37282273:37286014|37286062:37289235|37289292:37294979|37295078:37296087|37296220:37298833|37299021:37299288|37299372:37302185|37302333:37315420|37315599:37319063|37319195:37321731|37321887:37323588|37327826:37328416|37328538:37328963|37329094:37335053|37335167:37337666|37337735:37340124|37340200:37347193|37347297:37355101|37355188:37366080|37335167:37337143|37337164:37337666 ENSP00000349305.4|ENSP00000405842.1 ENSP00000406894.1 18 19 6165 6186
27947 ENSG00000144674 GOLGA4 3 + 7 0 37323764:37407571 37323764:37327505|37327553:37330726|37330783:37336470|37336569:37337578|37337711:37340324|37340512:37340779|37340863:37343676|37343824:37356911|37357090:37360554|37360686:37363222|37363378:37365079|37369317:37369907|37370029:37370454|37370585:37376544|37376658:37378634|37378655:37379157|37379226:37381615|37381691:37388684|37388788:37396592|37396679:37407571|37376658:37379157 ENSP00000405842|ENSP00000349305 ENSP00000406894 18 19 6165 6186
34915 ENSG00000144674 GOLGA4 3 + 7 7 37323764:37407571 37323764:37327505|37327553:37330726|37330783:37336470|37336569:37337578|37337711:37340324|37340512:37340779|37340863:37343676|37343824:37356911|37357090:37360554|37360686:37363222|37363378:37365079|37369317:37369907|37370029:37370454|37370585:37376544|37376658:37378634|37378655:37379157|37379226:37381615|37381691:37388684|37388788:37396592|37396679:37407571|37376658:37379157 ENSP00000405842|ENSP00000349305 ENSP00000406894 18 19 6165 6186
52344 ENSG00000144674 GOLGA4 3 + 8 12 37282273:37366080 37282273:37286014|37286062:37289235|37289292:37294979|37295078:37296087|37296220:37298833|37299021:37299288|37299372:37302185|37302333:37315420|37315599:37319063|37319195:37321731|37321887:37323588|37327826:37328416|37328538:37328963|37329094:37335053|37335167:37337143|37337164:37337666|37337735:37340124|37340200:37347193|37347297:37355101|37355188:37366080|37335167:37337666 ENSP00000405842|ENSP00000349305 ENSP00000406894 18 19 6165 6186
68298 ENSG00000144674 GOLGA4 3 + 8 12 37282273:37366080 37282273:37286014|37286062:37289235|37289292:37294979|37295078:37296087|37296220:37298833|37299021:37299288|37299372:37302185|37302333:37315420|37315599:37319063|37319195:37321731|37321887:37323588|37327826:37328416|37328538:37328963|37329094:37335053|37335167:37337143|37337164:37337666|37337735:37340124|37340200:37347193|37347297:37355101|37355188:37366080|37335167:37337666 ENSP00000405842|ENSP00000349305 ENSP00000406894 18 19 6165 6186
2635 ENSG00000150995.18 ITPR1 chr3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675249:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675222:4676614|4711869:4733088 ENSP00000346595.7|ENSP00000349597.4 ENSP00000440564.1 39 42 5967 6111
27739 ENSG00000150995 ITPR1 3 + 9 0 4695571:4847787 4695571:4699808|4699963:4702672|4702772:4703766|4703927:4704749|4704891:4706822|4706981:4709061|4709234:4711338|4711458:4712413|4712611:4714820|4715072:4715886|4716028:4716752|4716906:4718298|4718486:4722237|4722376:4723048|4723107:4725074|4725236:4725312|4725483:4725965|4726031:4726753|4726891:4730179|4730305:4732828|4733029:4735174|4735426:4738831|4738957:4741497|4741626:4744514|4744635:4747851|4748036:4752009|4752158:4753441|4753553:4774772|4774905:4776848|4777039:4808214|4808395:4810195|4810449:4816926|4817127:4818948|4819059:4821234|4821330:4824303|4824426:4825500|4825605:4829631|4829824:4836749|4836872:4842109|4842285:4847787|4716933:4718298|4723103:4725070|4753553:4759051|4759084:4767230|4767266:4774769|4767266:4768810|4768858:4774772 ENSP00000405934|ENSP00000346595|ENSP00000349597|ENSP00000349029 ENSP00000440564 39 42 5967 6111
52145 ENSG00000150995 ITPR1 3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675222:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675249:4676614|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088 ENSP00000349597|ENSP00000346595 ENSP00000440564 39 42 5967 6111
68099 ENSG00000150995 ITPR1 3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675222:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675249:4676614|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088 ENSP00000349597|ENSP00000346595 ENSP00000440564 39 42 5967 6111
83357 ENSMUSG00000028649 Macf1 4 - 15 15 123461235:123480187 123461235:123463538|123463772:123465356|123465506:123465859|123466075:123469723|123469873:123471007|123476338:123480187 ENSMUSP00000101831|ENSMUSP00000095507|ENSMUSP00000081324 ENSMUSP00000115847|ENSMUSP00000123246|ENSMUSP00000119885|ENSMUSP00000101827|ENSMUSP00000114568|ENSMUSP00000080755 5 5 6081 6081
34708 ENSG00000150995 ITPR1 3 + 7 7 4695571:4847787 4695571:4699808|4699963:4702672|4702772:4703766|4703927:4704749|4704891:4706822|4706981:4709061|4709234:4711338|4711458:4712413|4712611:4714820|4715072:4715886|4716028:4716752|4716906:4718298|4718486:4722237|4722376:4723048|4723107:4725074|4725236:4725312|4725483:4725965|4726031:4726753|4726891:4730179|4730305:4732828|4733029:4735174|4735426:4738831|4738957:4741497|4741626:4744514|4744635:4747851|4748036:4752009|4752158:4753441|4753553:4774772|4774905:4776848|4777039:4808214|4808395:4810195|4810449:4816926|4817127:4818948|4819059:4821234|4821330:4824303|4824426:4825500|4825605:4829631|4829824:4836749|4836872:4842109|4842285:4847787|4723103:4725070|4716933:4718298|4753553:4759051|4759084:4767230|4767266:4774769 ENSP00000405934|ENSP00000349597|ENSP00000346595 ENSP00000440564 39 41 5967 6066
81580 ENSMUSG00000026131 Dst 1 + 12 12 34186952:34197201 34186952:34187972|34193264:34193392|34193542:34194005|34194221:34194515|34194665:34195828|34196062:34197201 ENSMUSP00000138308|ENSMUSP00000095392|ENSMUSP00000110756 ENSMUSP00000095393 5 5 6042 6042
86989 ENSMUSG00000022961 Son 16 + 7 7 91651797:91662101 91651797:91654611|91660581:91662101 ENSMUSP00000109671|ENSMUSP00000109670|ENSMUSP00000122320|ENSMUSP00000113129|ENSMUSP00000112453 ENSMUSP00000113615 1 1 5970 5970
15017 ENSG00000159140.18 SON chr21 + 9 21 33546380:33557156 33546380:33549476|33555392:33557156 ENSP00000348984.4|ENSP00000399783.1|ENSP00000300278.2|ENSP00000371095.4 ENSP00000371111.2 1 1 5916 5916
30642 ENSG00000159140 SON 21 + 10 0 34918686:34929462 34918686:34921782|34927698:34929462 ENSP00000300278|ENSP00000371095|ENSP00000290239|ENSP00000399783|ENSP00000348984 ENSP00000371111 1 1 5916 5916
48040 ENSG00000159140 SON 21 + 10 10 34918686:34929462 34918686:34921782|34927698:34929462 ENSP00000300278|ENSP00000371095|ENSP00000290239|ENSP00000399783|ENSP00000348984 ENSP00000371111 1 1 5916 5916
65332 ENSG00000159140 SON 21 + 9 21 33546380:33557156 33546380:33549476|33555392:33557156 ENSP00000300278|ENSP00000371095|ENSP00000399783|ENSP00000348984 ENSP00000371111 1 1 5916 5916
