id symbol chr strand nprots ntrans SV WT WT_prots SV_prots min_skipped_exon max_skipped_exon min_skipped_bases max_skipped_bases
3156 ENSG00000154175.16 ABI3BP chr3 - 22 29 100808236:100846372 100808236:100832264|100832351:100833125|100833158:100834684|100834774:100846372|100808236:100810412|100810478:100811230|100811278:100811728|100811800:100812467|100812524:100813661|100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100830578|100830635:100832264|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840820|100840859:100841998|100842040:100846372|100828453:100829581|100829665:100830578|100839617:100840072|100840165:100840820 ENSP00000418063.1|ENSP00000418817.1|ENSP00000420524.1 ENSP00000284322.5 3 29 210 1884
28287 ENSG00000154175 ABI3BP 3 - 25 0 100527080:100565216 100527080:100551108|100551195:100551969|100552002:100553528|100553618:100565216|100527080:100529256|100529322:100530074|100530122:100530572|100530644:100531311|100531368:100532505|100532580:100534756|100534816:100535532|100535613:100536280|100536340:100537369|100537426:100539064|100539148:100539898|100539958:100541433|100541517:100542302|100542359:100543702|100543786:100544629|100544689:100547237|100547297:100549422|100549479:100551108|100553618:100554445|100554505:100555968|100556016:100557054|100557129:100557246|100557309:100558413|100558461:100559664|100559703:100560842|100560884:100565216|100547297:100548425|100548509:100549422|100558461:100558916|100559009:100559664 ENSP00000418063|ENSP00000418817|ENSP00000420524 ENSP00000284322 3 29 210 1884
35250 ENSG00000154175 ABI3BP 3 - 23 23 100527080:100565216 100527080:100551108|100551195:100551969|100552002:100553528|100553618:100565216|100527080:100529256|100529322:100530074|100530122:100530572|100530644:100531311|100531368:100532505|100532580:100534756|100534816:100535532|100535613:100536280|100536340:100537369|100537426:100539064|100539148:100539898|100539958:100541433|100541517:100542302|100542359:100543702|100543786:100544629|100544689:100547237|100547297:100549422|100549479:100551108|100553618:100554445|100554505:100555968|100556016:100557054|100557129:100557246|100557309:100558413|100558461:100559664|100559703:100560842|100560884:100565216|100547297:100548425|100548509:100549422|100558461:100558916|100559009:100559664 ENSP00000418063|ENSP00000418817|ENSP00000420524 ENSP00000284322 3 29 210 1884
52688 ENSG00000154175 ABI3BP 3 - 22 29 100808236:100846372 100808236:100832264|100832351:100833125|100833158:100834684|100834774:100846372|100808236:100810412|100810478:100811230|100811278:100811728|100811800:100812467|100812524:100813661|100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100830578|100830635:100832264|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840820|100840859:100841998|100842040:100846372|100828453:100829581|100829665:100830578|100839617:100840072|100840165:100840820 ENSP00000418063|ENSP00000418817|ENSP00000420524 ENSP00000284322 3 29 210 1884
68643 ENSG00000154175 ABI3BP 3 - 22 29 100808236:100846372 100808236:100832264|100832351:100833125|100833158:100834684|100834774:100846372|100808236:100810412|100810478:100811230|100811278:100811728|100811800:100812467|100812524:100813661|100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100830578|100830635:100832264|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840820|100840859:100841998|100842040:100846372|100828453:100829581|100829665:100830578|100839617:100840072|100840165:100840820 ENSP00000418063|ENSP00000418817|ENSP00000420524 ENSP00000284322 3 29 210 1884
782 ENSG00000162825.16 NBPF20 chr1 - 5 5 145355228:145378043 145355228:145355856|145355965:145356679|145356852:145357490|145357542:145358251|145358424:145359031|145359083:145359802|145359975:145360603|145360712:145361426|145361599:145362243|145362295:145363004|145363177:145363785|145363837:145364556|145364729:145365357|145365466:145366180|145366353:145367003|145367055:145367764|145367937:145368545|145368597:145369316|145369489:145370117|145370226:145370940|145371113:145371751|145371803:145372512|145372685:145373293|145373345:145374064|145374237:145374865|145374974:145375688|145375861:145376505|145376557:145377266|145377439:145378043 ENSP00000479291.1|ENSP00000358380.6 ENSP00000471335.4 28 28 3435 3435
825 ENSG00000270629.5 NBPF14 chr1 - 11 11 148552831:148575639 148552831:148553540|148553713:148554309|148554361:148555080|148555253:148555867|148555976:148556690|148556863:148557491|148557543:148558252|148558425:148559021|148559073:148559793|148559966:148560584|148560693:148561407|148561580:148562236|148562288:148562997|148563170:148563766|148563818:148564539|148564712:148565320|148565429:148566143|148566316:148566952|148567004:148567713|148567886:148568482|148568534:148569255|148569428:148570042|148570151:148570865|148571038:148574878|148574930:148575639|148552831:148562997|148564712:148568482|148569428:148573230|148573339:148574053|148574226:148574878|148571038:148571682|148571734:148572443|148572616:148573230 ENSP00000482693.1|ENSP00000478178.1|ENSP00000479693.1 ENSP00000481840.1|ENSP00000463341.1|ENSP00000479380.1 8 28 957 3435
24291 ENSG00000186275 NBPF12 1 + 10 0 146420963:146443693 146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693 ENSP00000391116 ENSP00000311131|ENSP00000396525 28 28 3378 3378
32885 ENSG00000186275 NBPF12 1 + 10 10 146420963:146443693 146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693 ENSP00000391116 ENSP00000311131|ENSP00000396525 28 28 3378 3378
50287 ENSG00000162825 NBPF20 1 - 5 5 145355228:145378043 145355228:145355856|145355965:145356679|145356852:145357490|145357542:145358251|145358424:145359031|145359083:145359802|145359975:145360603|145360712:145361426|145361599:145362243|145362295:145363004|145363177:145363785|145363837:145364556|145364729:145365357|145365466:145366180|145366353:145367003|145367055:145367764|145367937:145368545|145368597:145369316|145369489:145370117|145370226:145370940|145371113:145371751|145371803:145372512|145372685:145373293|145373345:145374064|145374237:145374865|145374974:145375688|145375861:145376505|145376557:145377266|145377439:145378043 ENSP00000479291|ENSP00000358380 ENSP00000471335 28 28 3435 3435
50333 ENSG00000270629 NBPF14 1 - 11 11 148552831:148575639 148552831:148562997|148563170:148563766|148563818:148564539|148564712:148568482|148568534:148569255|148569428:148573230|148573339:148574053|148574226:148574878|148574930:148575639|148552831:148553540|148553713:148554309|148554361:148555080|148555253:148555867|148555976:148556690|148556863:148557491|148557543:148558252|148558425:148559021|148559073:148559793|148559966:148560584|148560693:148561407|148561580:148562236|148562288:148562997|148564712:148565320|148565429:148566143|148566316:148566952|148567004:148567713|148567886:148568482|148569428:148570042|148570151:148570865|148571038:148574878|148571038:148571682|148571734:148572443|148572616:148573230 ENSP00000478178|ENSP00000482693|ENSP00000479693 ENSP00000481840|ENSP00000463341|ENSP00000479380 8 28 957 3435
66227 ENSG00000162825 NBPF20 1 - 5 5 145355228:145378043 145355228:145355856|145355965:145356679|145356852:145357490|145357542:145358251|145358424:145359031|145359083:145359802|145359975:145360603|145360712:145361426|145361599:145362243|145362295:145363004|145363177:145363785|145363837:145364556|145364729:145365357|145365466:145366180|145366353:145367003|145367055:145367764|145367937:145368545|145368597:145369316|145369489:145370117|145370226:145370940|145371113:145371751|145371803:145372512|145372685:145373293|145373345:145374064|145374237:145374865|145374974:145375688|145375861:145376505|145376557:145377266|145377439:145378043 ENSP00000479291|ENSP00000358380 ENSP00000471335 28 28 3435 3435
66262 ENSG00000270629 NBPF14 1 - 11 11 148552831:148575639 148552831:148562997|148563170:148563766|148563818:148564539|148564712:148568482|148568534:148569255|148569428:148573230|148573339:148574053|148574226:148574878|148574930:148575639|148552831:148553540|148553713:148554309|148554361:148555080|148555253:148555867|148555976:148556690|148556863:148557491|148557543:148558252|148558425:148559021|148559073:148559793|148559966:148560584|148560693:148561407|148561580:148562236|148562288:148562997|148564712:148565320|148565429:148566143|148566316:148566952|148567004:148567713|148567886:148568482|148569428:148570042|148570151:148570865|148571038:148574878|148571038:148571682|148571734:148572443|148572616:148573230 ENSP00000478178|ENSP00000482693|ENSP00000479693 ENSP00000481840|ENSP00000463341|ENSP00000479380 8 28 957 3435
82172 ENSMUSG00000051747 Ttn 2 - 20 20 76831875:76847388 76831875:76832101|76832185:76832268|76832352:76832463|76832547:76832656|76832740:76832850|76832934:76833030|76833114:76833223|76833307:76833641|76833719:76833835|76833922:76834813|76834897:76835937|76836015:76836335|76836419:76836539|76836623:76836733|76836814:76838569|76838644:76838812|76838896:76839405|76839483:76840233|76840314:76841090|76841390:76841534|76841606:76841768|76841837:76842771|76842849:76843376|76843493:76844205|76844280:76845022|76845097:76846236|76846314:76846626|76846917:76847113|76847197:76847388 ENSMUSP00000097561 ENSMUSP00000115190|ENSMUSP00000117447|ENSMUSP00000118602|ENSMUSP00000121095 28 28 2721 2721
13474 ENSG00000049759.17 NEDD4L chr18 + 18 38 58044709:58390646 58044709:58165788|58165862:58245427|58245509:58248899|58248938:58252001|58252055:58315982|58316033:58322425|58322487:58323232|58323335:58324996|58325163:58328995|58329128:58330738|58330915:58333818|58333893:58341038|58341170:58341678|58341798:58342906|58343104:58349537|58349615:58350991|58351046:58357194|58357253:58364268|58364334:58365999|58366229:58367746|58367868:58370397|58370468:58373174|58373270:58383246|58383320:58385526|58385587:58387439|58387499:58389085|58389193:58390646|58333893:58341678|58333893:58342906|58333893:58335478|58335538:58341038 ENSP00000372301.3|ENSP00000348847.5|ENSP00000256830.8|ENSP00000383199.2 ENSP00000465669.1 24 27 2295 2607
46089 ENSG00000049759 NEDD4L 18 + 17 17 55711941:56057878 55711941:55833020|55833094:55912659|55912741:55916131|55916170:55919233|55919287:55983214|55983265:55989657|55989719:55990464|55990567:55992228|55992395:55996227|55996360:55997970|55998147:56001050|56001125:56008910|56009030:56010138|56010336:56016769|56016847:56018223|56018278:56024426|56024485:56031500|56031566:56033231|56033461:56034978|56035100:56037629|56037700:56040406|56040502:56050478|56050552:56052758|56052819:56054671|56054731:56056317|56056425:56057878|56001125:56002710|56002770:56008270|56008402:56008910|56001125:56010138|56001125:56008270 ENSP00000348847|ENSP00000383199|ENSP00000256830|ENSP00000372301 ENSP00000465669 24 27 2295 2607
63399 ENSG00000049759 NEDD4L 18 + 18 38 58044709:58390646 58044709:58165788|58165862:58245427|58245509:58248899|58248938:58252001|58252055:58315982|58316033:58322425|58322487:58323232|58323335:58324996|58325163:58328995|58329128:58330738|58330915:58333818|58333893:58335478|58335538:58341038|58341170:58341678|58341798:58342906|58343104:58349537|58349615:58350991|58351046:58357194|58357253:58364268|58364334:58365999|58366229:58367746|58367868:58370397|58370468:58373174|58373270:58383246|58383320:58385526|58385587:58387439|58387499:58389085|58389193:58390646|58333893:58341038|58333893:58342906|58333893:58341678 ENSP00000383199|ENSP00000372301|ENSP00000256830|ENSP00000348847 ENSP00000465669 24 27 2295 2607
79490 ENSG00000049759 NEDD4L 18 + 18 38 58044709:58390646 58044709:58165788|58165862:58245427|58245509:58248899|58248938:58252001|58252055:58315982|58316033:58322425|58322487:58323232|58323335:58324996|58325163:58328995|58329128:58330738|58330915:58333818|58333893:58335478|58335538:58341038|58341170:58341678|58341798:58342906|58343104:58349537|58349615:58350991|58351046:58357194|58357253:58364268|58364334:58365999|58366229:58367746|58367868:58370397|58370468:58373174|58373270:58383246|58383320:58385526|58385587:58387439|58387499:58389085|58389193:58390646|58333893:58341038|58333893:58342906|58333893:58341678 ENSP00000383199|ENSP00000372301|ENSP00000256830|ENSP00000348847 ENSP00000465669 24 27 2295 2607
21007 ENSG00000119121 TRPM6 9 - 11 0 77354926:77442694 77354926:77357477|77357543:77359011|77359100:77365580|77365639:77367193|77367285:77370269|77370390:77376612|77376725:77376915|77378051:77386619|77386752:77390799|77390993:77397278|77397393:77397595|77397770:77400790|77401042:77403530|77403659:77407540|77407687:77411657|77411810:77415170|77415399:77416814|77417092:77418710|77418803:77422950|77423091:77425731|77425785:77427215|77427350:77431585|77431686:77431808|77431881:77435220|77435344:77436585|77436754:77442694|77359062:77362805|77362831:77365580|77370390:77422950|77365639:77425731 ENSP00000407341|ENSP00000366060|ENSP00000354006|ENSP00000354962|ENSP00000396672|ENSP00000366068|ENSP00000366067 ENSP00000366066 9 26 870 4371
84857 ENSMUSG00000052613 Pcdh15 10 + 26 26 74291076:74643364 74291076:74303094|74303207:74316963|74317170:74643364|74317170:74324358|74324493:74326055|74326205:74342503|74342697:74355858|74355991:74379333|74379413:74385867|74385961:74643364|74303207:74643364|74317170:74321438|74321459:74324358|74385961:74396351|74396480:74450156|74450462:74453877|74454102:74466282|74466399:74482037|74482178:74486208|74486321:74502686|74502796:74504668|74504809:74550457|74550585:74584013|74584229:74594160|74594249:74621199|74621376:74624205|74624424:74626147|74626156:74626687|74626843:74628928|74628934:74642282|74642391:74643364|74628934:74641343|74641414:74642282 ENSMUSP00000115399|ENSMUSP00000118201|ENSMUSP00000123647|ENSMUSP00000119662|ENSMUSP00000122466 ENSMUSP00000135495 1 26 113 3568
2224 ENSG00000155657.25 TTN chr2 - 13 14 178658795:178670218 178658795:178659005|178659089:178659172|178659256:178661759|178661843:178661948|178662029:178662142|178662223:178662338|178662419:178662533|178662617:178662729|178662813:178662966|178663056:178663266|178663350:178663433|178663517:178663627|178663711:178663819|178663903:178664015|178664099:178664460|178664538:178664654|178664738:178664852|178664927:178665377|178665461:178665708|178665792:178666824|178666902:178667236|178667320:178667442|178667526:178667638|178667722:178669373|178669448:178669592|178669676:178670218 ENSP00000467141.1 ENSP00000465570.1 25 25 2067 2067
7661 ENSG00000150275.17 PCDH15 chr10 - 32 34 53809547:54195683 53809547:53810556|53810665:53811549|53811620:53825136|53825142:53827393|53827549:53828565|53828574:53831315|53831534:53840320|53840497:53857175|53857264:53866642|53866858:53903243|53903371:53938815|53938956:53940866|53940976:53959732|53959845:53961752|53961893:53995649|53995766:54020192|54020417:54022892|54023198:54066757|54066886:54079331|54079425:54089984|54090064:54132875|54133008:54153100|54153294:54183444|54183594:54185134|54185269:54189364|54189385:54195683|54185269:54195683|53809547:54079331|53810665:53827393|53827550:53831301|53831311:53831314|53811625:53827392|53810665:53825136 ENSP00000386693.1|ENSP00000478076.1|ENSP00000378833.1|ENSP00000482921.1|ENSP00000378832.2|ENSP00000378826.2|ENSP00000482794.1 ENSP00000378827.1 6 25 786 3269
7664 ENSG00000150275.17 PCDH15 chr10 - 32 34 53809547:54213936 53809547:53810556|53810665:53811549|53811620:53825136|53825142:53827393|53827549:53828565|53828574:53831315|53831534:53840320|53840497:53857175|53857264:53866642|53866858:53903243|53903371:53938815|53938956:53940866|53940976:53959732|53959845:53961752|53961893:53995649|53995766:54020192|54020417:54022892|54023198:54066757|54066886:54079331|54079425:54089984|54090064:54132875|54133008:54153100|54153294:54183444|54183594:54185134|54185269:54195683|54195890:54213936|53809547:54079331|53810665:53827393|53827550:53831301|53831311:53831314|54185269:54189364|54189385:54195683|53809547:54195683|53811625:53827392|53810665:53825136 ENSP00000478076.1|ENSP00000378833.1|ENSP00000482921.1|ENSP00000378827.1|ENSP00000378832.2|ENSP00000378826.2|ENSP00000482794.1 ENSP00000378829.1 1 25 207 3458
16959 ENSG00000150275 PCDH15 10 - 22 0 55569307:55973696 55569307:55839091|55839185:55849744|55849824:55892635|55892768:55912860|55913054:55943204|55943354:55944894|55945029:55955443|55955650:55973696|55569307:55570316|55570425:55584896|55584902:55587153|55587309:55588325|55588334:55591075|55591294:55600080|55600257:55616935|55617024:55626402|55626618:55663003|55663131:55698575|55698716:55700626|55700736:55719492|55719605:55721512|55721653:55755409|55755526:55779952|55780177:55782652|55782958:55826517|55826646:55839091|55945029:55949124|55949145:55955443|55569307:55955443|55570425:55571309|55571380:55584896 ENSP00000378833|ENSP00000378832|ENSP00000378827|ENSP00000378826 ENSP00000378829 1 25 207 3455
16960 ENSG00000150275 PCDH15 10 - 22 0 55569307:55955443 55569307:55839091|55839185:55849744|55849824:55892635|55892768:55912860|55913054:55943204|55943354:55944894|55945029:55955443|55569307:55570316|55570425:55584896|55584902:55587153|55587309:55588325|55588334:55591075|55591294:55600080|55600257:55616935|55617024:55626402|55626618:55663003|55663131:55698575|55698716:55700626|55700736:55719492|55719605:55721512|55721653:55755409|55755526:55779952|55780177:55782652|55782958:55826517|55826646:55839091|55945029:55949124|55949145:55955443|55570425:55571309|55571380:55584896 ENSP00000378833|ENSP00000378832|ENSP00000386693|ENSP00000378826 ENSP00000378827 6 25 786 3269
34306 ENSG00000155657 TTN 2 - 14 14 179523522:179534945 179523522:179523732|179523816:179523899|179523983:179526486|179526570:179526675|179526756:179526869|179526950:179527065|179527146:179527260|179527344:179527456|179527540:179527693|179527783:179527993|179528077:179528160|179528244:179528354|179528438:179528546|179528630:179528742|179528826:179529187|179529265:179529381|179529465:179529579|179529654:179530104|179530188:179530435|179530519:179531551|179531629:179531963|179532047:179532169|179532253:179532365|179532449:179534100|179534175:179534319|179534403:179534945 ENSP00000467141 ENSP00000465570 25 25 2067 2067
40213 ENSG00000150275 PCDH15 10 - 20 20 55569307:55973696 55569307:55839091|55839185:55849744|55849824:55892635|55892768:55912860|55913054:55943204|55943354:55944894|55945029:55955443|55955650:55973696|55569307:55570316|55570425:55584896|55584902:55587153|55587309:55588325|55588334:55591075|55591294:55600080|55600257:55616935|55617024:55626402|55626618:55663003|55663131:55698575|55698716:55700626|55700736:55719492|55719605:55721512|55721653:55755409|55755526:55779952|55780177:55782652|55782958:55826517|55826646:55839091|55945029:55949124|55949145:55955443|55569307:55955443|55570425:55571309|55571380:55584896 ENSP00000378833|ENSP00000378832|ENSP00000378827|ENSP00000378826 ENSP00000378829 1 25 207 3455
40214 ENSG00000150275 PCDH15 10 - 20 20 55569307:55955443 55569307:55839091|55839185:55849744|55849824:55892635|55892768:55912860|55913054:55943204|55943354:55944894|55945029:55955443|55569307:55570316|55570425:55584896|55584902:55587153|55587309:55588325|55588334:55591075|55591294:55600080|55600257:55616935|55617024:55626402|55626618:55663003|55663131:55698575|55698716:55700626|55700736:55719492|55719605:55721512|55721653:55755409|55755526:55779952|55780177:55782652|55782958:55826517|55826646:55839091|55945029:55949124|55949145:55955443|55570425:55571309|55571380:55584896 ENSP00000378833|ENSP00000378832|ENSP00000386693|ENSP00000378826 ENSP00000378827 6 25 786 3269
51751 ENSG00000155657 TTN 2 - 13 14 178658795:178670218 178658795:178659005|178659089:178659172|178659256:178661759|178661843:178661948|178662029:178662142|178662223:178662338|178662419:178662533|178662617:178662729|178662813:178662966|178663056:178663266|178663350:178663433|178663517:178663627|178663711:178663819|178663903:178664015|178664099:178664460|178664538:178664654|178664738:178664852|178664927:178665377|178665461:178665708|178665792:178666824|178666902:178667236|178667320:178667442|178667526:178667638|178667722:178669373|178669448:178669592|178669676:178670218 ENSP00000467141 ENSP00000465570 25 25 2067 2067
58583 ENSG00000150275 PCDH15 10 - 32 34 53809547:54213936 53809547:53810556|53810665:53811549|53811620:53825136|53825142:53827393|53827549:53828565|53828574:53831315|53831534:53840320|53840497:53857175|53857264:53866642|53866858:53903243|53903371:53938815|53938956:53940866|53940976:53959732|53959845:53961752|53961893:53995649|53995766:54020192|54020417:54022892|54023198:54066757|54066886:54079331|54079425:54089984|54090064:54132875|54133008:54153100|54153294:54183444|54183594:54185134|54185269:54195683|54195890:54213936|53809547:54079331|53810665:53827393|54185269:54189364|54189385:54195683|53827550:53831301|53831311:53831314|53810665:53825136|53809547:54195683|53811625:53827392 ENSP00000478076|ENSP00000378833|ENSP00000378832|ENSP00000482921|ENSP00000482794|ENSP00000378827|ENSP00000378826 ENSP00000378829 1 25 207 3458
